,hour,station,lat,lon,k,CO_interpolate,CO_REAL,CODiff,NO2_interpolate,NO2_REAL,NO2Diff,PM25_interpolate,PM25_REAL,PM25Diff
0,469,3,-12.050278,-77.026111,2,999.037,2266.676,1606908.634,31.957,35.006,9.296401,125.82,74.365,2647.617025
1,469,3,-12.050278,-77.026111,3,1260.8,2266.676,1011786.527,35.864,35.006,0.736164,151.057,74.365,5881.662864
2,469,3,-12.050278,-77.026111,4,1260.8,2266.676,1011786.527,35.864,35.006,0.736164,151.057,74.365,5881.662864
3,469,3,-12.050278,-77.026111,5,1260.8,2266.676,1011786.527,35.864,35.006,0.736164,151.057,74.365,5881.662864
4,469,3,-12.050278,-77.026111,6,1260.8,2266.676,1011786.527,35.864,35.006,0.736164,151.057,74.365,5881.662864
5,469,3,-12.050278,-77.026111,7,1260.8,2266.676,1011786.527,35.864,35.006,0.736164,151.057,74.365,5881.662864
0,470,3,-12.050278,-77.026111,2,1070.893,2474.125,1969060.046,29.329,32.567,10.484644,87.465,71.226,263.705121
1,470,3,-12.050278,-77.026111,3,1262.331,2474.125,1468444.698,35.313,32.567,7.540516,145.652,71.226,5539.229476
2,470,3,-12.050278,-77.026111,4,1262.331,2474.125,1468444.698,35.313,32.567,7.540516,145.652,71.226,5539.229476
3,470,3,-12.050278,-77.026111,5,1262.331,2474.125,1468444.698,35.313,32.567,7.540516,145.652,71.226,5539.229476
4,470,3,-12.050278,-77.026111,6,1262.331,2474.125,1468444.698,35.313,32.567,7.540516,145.652,71.226,5539.229476
5,470,3,-12.050278,-77.026111,7,1262.331,2474.125,1468444.698,35.313,32.567,7.540516,145.652,71.226,5539.229476
0,471,3,-12.050278,-77.026111,2,315.461,2533.893,4921440.539,25.765,28.667,8.421604,36.865,61.974,630.461881
1,471,3,-12.050278,-77.026111,3,1264.124,2533.893,1612313.313,34.621,28.667,35.450116,123.676,61.974,3807.136804
2,471,3,-12.050278,-77.026111,4,1264.124,2533.893,1612313.313,34.621,28.667,35.450116,123.676,61.974,3807.136804
3,471,3,-12.050278,-77.026111,5,1264.124,2533.893,1612313.313,34.621,28.667,35.450116,123.676,61.974,3807.136804
4,471,3,-12.050278,-77.026111,6,1264.124,2533.893,1612313.313,34.621,28.667,35.450116,123.676,61.974,3807.136804
5,471,3,-12.050278,-77.026111,7,1264.124,2533.893,1612313.313,34.621,28.667,35.450116,123.676,61.974,3807.136804
0,472,3,-12.050278,-77.026111,2,85.472,2600.345,6324586.206,25.637,20.874,22.686169,23.681,52.939,856.030564
1,472,3,-12.050278,-77.026111,3,1268.049,2600.345,1775012.632,32.863,20.874,143.736121,104.947,52.939,2704.832064
2,472,3,-12.050278,-77.026111,4,1268.049,2600.345,1775012.632,32.863,20.874,143.736121,104.947,52.939,2704.832064
3,472,3,-12.050278,-77.026111,5,1268.049,2600.345,1775012.632,32.863,20.874,143.736121,104.947,52.939,2704.832064
4,472,3,-12.050278,-77.026111,6,1268.049,2600.345,1775012.632,32.863,20.874,143.736121,104.947,52.939,2704.832064
5,472,3,-12.050278,-77.026111,7,1268.049,2600.345,1775012.632,32.863,20.874,143.736121,104.947,52.939,2704.832064
0,473,3,-12.050278,-77.026111,2,1269.041,2578.158,1713787.32,25.842,16.576,85.858756,25.976,18.909,49.942489
1,473,3,-12.050278,-77.026111,3,1269.041,2578.158,1713787.32,32.407,16.576,250.620561,45.28,18.909,695.429641
2,473,3,-12.050278,-77.026111,4,1269.041,2578.158,1713787.32,32.407,16.576,250.620561,45.28,18.909,695.429641
3,473,3,-12.050278,-77.026111,5,1269.041,2578.158,1713787.32,32.407,16.576,250.620561,45.28,18.909,695.429641
4,473,3,-12.050278,-77.026111,6,1269.041,2578.158,1713787.32,32.407,16.576,250.620561,45.28,18.909,695.429641
5,473,3,-12.050278,-77.026111,7,1269.041,2578.158,1713787.32,32.407,16.576,250.620561,45.28,18.909,695.429641
0,474,3,-12.050278,-77.026111,2,1503.835,2519.364,1031299.15,23.905,18.076,33.977241,23.497,11.857,135.4896
1,474,3,-12.050278,-77.026111,3,1267.834,2519.364,1566327.341,33.062,18.076,224.580196,21.825,11.857,99.361024
2,474,3,-12.050278,-77.026111,4,1267.834,2519.364,1566327.341,33.062,18.076,224.580196,21.825,11.857,99.361024
3,474,3,-12.050278,-77.026111,5,1267.834,2519.364,1566327.341,33.062,18.076,224.580196,21.825,11.857,99.361024
4,474,3,-12.050278,-77.026111,6,1267.834,2519.364,1566327.341,33.062,18.076,224.580196,21.825,11.857,99.361024
5,474,3,-12.050278,-77.026111,7,1267.834,2519.364,1566327.341,33.062,18.076,224.580196,21.825,11.857,99.361024
0,475,3,-12.050278,-77.026111,2,2691.337,2539.791,22966.19012,26.329,26.752,0.178929,35.95,20.849,228.040201
1,475,3,-12.050278,-77.026111,3,1266.233,2539.791,1621949.979,33.765,26.752,49.182169,31.382,20.849,110.944089
2,475,3,-12.050278,-77.026111,4,1266.233,2539.791,1621949.979,33.765,26.752,49.182169,31.382,20.849,110.944089
3,475,3,-12.050278,-77.026111,5,1266.233,2539.791,1621949.979,33.765,26.752,49.182169,31.382,20.849,110.944089
4,475,3,-12.050278,-77.026111,6,1266.233,2539.791,1621949.979,33.765,26.752,49.182169,31.382,20.849,110.944089
5,475,3,-12.050278,-77.026111,7,1266.233,2539.791,1621949.979,33.765,26.752,49.182169,31.382,20.849,110.944089
0,476,3,-12.050278,-77.026111,2,395.918,2548.657,4634285.202,29.851,30.852,1.002001,42.951,34.186,76.825225
1,476,3,-12.050278,-77.026111,3,1264.033,2548.657,1650258.821,34.661,30.852,14.508481,63.585,34.186,864.301201
2,476,3,-12.050278,-77.026111,4,1264.033,2548.657,1650258.821,34.661,30.852,14.508481,63.585,34.186,864.301201
3,476,3,-12.050278,-77.026111,5,1264.033,2548.657,1650258.821,34.661,30.852,14.508481,63.585,34.186,864.301201
4,476,3,-12.050278,-77.026111,6,1264.033,2548.657,1650258.821,34.661,30.852,14.508481,63.585,34.186,864.301201
5,476,3,-12.050278,-77.026111,7,1264.033,2548.657,1650258.821,34.661,30.852,14.508481,63.585,34.186,864.301201
0,477,3,-12.050278,-77.026111,2,257.196,2542.807,5224017.643,30.845,35.188,18.861649,55.698,62.165,41.822089
1,477,3,-12.050278,-77.026111,3,1261.935,2542.807,1640633.08,35.459,35.188,0.073441,121.42,62.165,3511.155025
2,477,3,-12.050278,-77.026111,4,1261.935,2542.807,1640633.08,35.459,35.188,0.073441,121.42,62.165,3511.155025
3,477,3,-12.050278,-77.026111,5,1261.935,2542.807,1640633.08,35.459,35.188,0.073441,121.42,62.165,3511.155025
4,477,3,-12.050278,-77.026111,6,1261.935,2542.807,1640633.08,35.459,35.188,0.073441,121.42,62.165,3511.155025
5,477,3,-12.050278,-77.026111,7,1261.935,2542.807,1640633.08,35.459,35.188,0.073441,121.42,62.165,3511.155025
0,478,3,-12.050278,-77.026111,2,298.679,2466.714,4700375.761,31.432,36.369,24.373969,65.012,91.621,708.038881
1,478,3,-12.050278,-77.026111,3,1261.456,2466.714,1452646.847,35.633,36.369,0.541696,161.24,91.621,4846.805161
2,478,3,-12.050278,-77.026111,4,1261.456,2466.714,1452646.847,35.633,36.369,0.541696,161.24,91.621,4846.805161
3,478,3,-12.050278,-77.026111,5,1261.456,2466.714,1452646.847,35.633,36.369,0.541696,161.24,91.621,4846.805161
4,478,3,-12.050278,-77.026111,6,1261.456,2466.714,1452646.847,35.633,36.369,0.541696,161.24,91.621,4846.805161
5,478,3,-12.050278,-77.026111,7,1261.456,2466.714,1452646.847,35.633,36.369,0.541696,161.24,91.621,4846.805161
0,479,3,-12.050278,-77.026111,2,263.127,2402.115,4575269.664,31.776,36.551,22.800625,57.007,113.387,3178.7044
1,479,3,-12.050278,-77.026111,3,1260.904,2402.115,1302362.547,35.829,36.551,0.521284,184.469,113.387,5052.650724
2,479,3,-12.050278,-77.026111,4,1260.904,2402.115,1302362.547,35.829,36.551,0.521284,184.469,113.387,5052.650724
3,479,3,-12.050278,-77.026111,5,1260.904,2402.115,1302362.547,35.829,36.551,0.521284,184.469,113.387,5052.650724
4,479,3,-12.050278,-77.026111,6,1260.904,2402.115,1302362.547,35.829,36.551,0.521284,184.469,113.387,5052.650724
5,479,3,-12.050278,-77.026111,7,1260.904,2402.115,1302362.547,35.829,36.551,0.521284,184.469,113.387,5052.650724
0,480,3,-12.050278,-77.026111,2,308.159,2293.637,3942122.888,32.156,36.837,21.911761,64.762,75.538,116.122176
1,480,3,-12.050278,-77.026111,3,1260.607,2293.637,1067150.981,35.934,36.837,0.815409,143.919,75.538,4675.961161
2,480,3,-12.050278,-77.026111,4,1260.607,2293.637,1067150.981,35.934,36.837,0.815409,143.919,75.538,4675.961161
3,480,3,-12.050278,-77.026111,5,1260.607,2293.637,1067150.981,35.934,36.837,0.815409,143.919,75.538,4675.961161
4,480,3,-12.050278,-77.026111,6,1260.607,2293.637,1067150.981,35.934,36.837,0.815409,143.919,75.538,4675.961161
5,480,3,-12.050278,-77.026111,7,1260.607,2293.637,1067150.981,35.934,36.837,0.815409,143.919,75.538,4675.961161
0,1,12,-12.041025,-77.043454,2,429.602,419.089,110.523169,43.004,44.088,1.175056,31.048,21.119,98.585041
1,1,12,-12.041025,-77.043454,3,621.493,419.089,40967.37922,44.187,44.088,0.009801,16.011,21.119,26.091664
2,1,12,-12.041025,-77.043454,4,169.519,419.089,62285.1849,31.954,44.088,147.233956,65.46,21.119,1966.124281
3,1,12,-12.041025,-77.043454,5,687,419.089,71776.30392,42.594,44.088,2.232036,20.804,21.119,0.099225
4,1,12,-12.041025,-77.043454,6,687,419.089,71776.30392,42.594,44.088,2.232036,20.804,21.119,0.099225
5,1,12,-12.041025,-77.043454,7,687,419.089,71776.30392,42.594,44.088,2.232036,20.804,21.119,0.099225
0,2,12,-12.041025,-77.043454,2,307.346,287.768,383.298084,43.039,43.712,0.452929,32.88,26.941,35.271721
1,2,12,-12.041025,-77.043454,3,267.266,287.768,420.332004,44.177,43.712,0.216225,14.201,26.941,162.3076
2,2,12,-12.041025,-77.043454,4,259.332,287.768,808.606096,32.018,43.712,136.749636,104.977,26.941,6089.617296
3,2,12,-12.041025,-77.043454,5,462.896,287.768,30669.81638,42.58,43.712,1.281424,19.013,26.941,62.853184
4,2,12,-12.041025,-77.043454,6,462.896,287.768,30669.81638,42.58,43.712,1.281424,19.013,26.941,62.853184
5,2,12,-12.041025,-77.043454,7,462.896,287.768,30669.81638,42.58,43.712,1.281424,19.013,26.941,62.853184
0,3,12,-12.041025,-77.043454,2,250.983,212.93,1448.030809,43.159,43.832,0.452929,34.976,25.583,88.228449
1,3,12,-12.041025,-77.043454,3,108.914,212.93,10819.32826,44.167,43.832,0.112225,18.139,25.583,55.413136
2,3,12,-12.041025,-77.043454,4,375.019,212.93,26272.84392,31.707,43.832,147.015625,105.144,25.583,6329.952721
3,3,12,-12.041025,-77.043454,5,289.149,212.93,5809.335961,42.543,43.832,1.661521,24.822,25.583,0.579121
4,3,12,-12.041025,-77.043454,6,289.149,212.93,5809.335961,42.543,43.832,1.661521,24.822,25.583,0.579121
5,3,12,-12.041025,-77.043454,7,289.149,212.93,5809.335961,42.543,43.832,1.661521,24.822,25.583,0.579121
0,4,12,-12.041025,-77.043454,2,130.837,177.055,2136.103524,43.49,43.889,0.159201,36.646,23.562,171.191056
1,4,12,-12.041025,-77.043454,3,405.461,177.055,52169.30084,44.12,43.889,0.053361,17.692,23.562,34.4569
2,4,12,-12.041025,-77.043454,4,194.22,177.055,294.637225,31.497,43.889,153.561664,87.431,23.562,4079.249161
3,4,12,-12.041025,-77.043454,5,194.22,177.055,294.637225,42.415,43.889,2.172676,27.59,23.562,16.224784
4,4,12,-12.041025,-77.043454,6,194.22,177.055,294.637225,42.415,43.889,2.172676,27.59,23.562,16.224784
5,4,12,-12.041025,-77.043454,7,194.22,177.055,294.637225,42.415,43.889,2.172676,27.59,23.562,16.224784
0,5,12,-12.041025,-77.043454,2,83.159,192.673,11993.3162,43.472,44.035,0.316969,41.198,24.558,276.8896
1,5,12,-12.041025,-77.043454,3,534.6,192.673,116914.0733,44.083,44.035,0.002304,16.475,24.558,65.334889
2,5,12,-12.041025,-77.043454,4,178.517,192.673,200.392336,31.394,44.035,159.794881,50.548,24.558,675.4801
3,5,12,-12.041025,-77.043454,5,178.517,192.673,200.392336,42.469,44.035,2.452356,24.361,24.558,0.038809
4,5,12,-12.041025,-77.043454,6,178.517,192.673,200.392336,42.469,44.035,2.452356,24.361,24.558,0.038809
5,5,12,-12.041025,-77.043454,7,178.517,192.673,200.392336,42.469,44.035,2.452356,24.361,24.558,0.038809
0,6,12,-12.041025,-77.043454,2,92.167,128.116,1292.330601,43.353,43.888,0.286225,42.555,22.014,421.932681
1,6,12,-12.041025,-77.043454,3,646.793,128.116,269025.8303,44.123,43.888,0.055225,17.675,22.014,18.826921
2,6,12,-12.041025,-77.043454,4,149.66,128.116,464.143936,31.749,43.888,147.355321,65.265,22.014,1870.649001
3,6,12,-12.041025,-77.043454,5,149.66,128.116,464.143936,42.523,43.888,1.863225,25.856,22.014,14.760964
4,6,12,-12.041025,-77.043454,6,149.66,128.116,464.143936,42.523,43.888,1.863225,25.856,22.014,14.760964
5,6,12,-12.041025,-77.043454,7,149.66,128.116,464.143936,42.523,43.888,1.863225,25.856,22.014,14.760964
0,7,12,-12.041025,-77.043454,2,88.744,154.358,4305.196996,43.326,44.134,0.652864,47.228,29.11,328.261924
1,7,12,-12.041025,-77.043454,3,640.733,154.358,236560.6406,44.152,44.134,0.000324,20.352,29.11,76.702564
2,7,12,-12.041025,-77.043454,4,180.499,154.358,683.351881,31.791,44.134,152.349649,68.415,29.11,1544.883025
3,7,12,-12.041025,-77.043454,5,180.499,154.358,683.351881,42.514,44.134,2.6244,29.069,29.11,0.001681
4,7,12,-12.041025,-77.043454,6,180.499,154.358,683.351881,42.514,44.134,2.6244,29.069,29.11,0.001681
5,7,12,-12.041025,-77.043454,7,180.499,154.358,683.351881,42.514,44.134,2.6244,29.069,29.11,0.001681
0,8,12,-12.041025,-77.043454,2,196.326,146.318,2500.800064,43.01,43.58,0.3249,38.769,23.433,235.192896
1,8,12,-12.041025,-77.043454,3,793.819,146.318,419257.545,44.269,43.58,0.474721,17.842,23.433,31.259281
2,8,12,-12.041025,-77.043454,4,227.597,146.318,6606.275841,31.656,43.58,142.181776,59.145,23.433,1275.346944
3,8,12,-12.041025,-77.043454,5,227.597,146.318,6606.275841,42.554,43.58,1.052676,25.644,23.433,4.888521
4,8,12,-12.041025,-77.043454,6,227.597,146.318,6606.275841,42.554,43.58,1.052676,25.644,23.433,4.888521
5,8,12,-12.041025,-77.043454,7,227.597,146.318,6606.275841,42.554,43.58,1.052676,25.644,23.433,4.888521
0,9,12,-12.041025,-77.043454,2,318.066,257.257,3697.734481,42.65,44.18,2.3409,37.398,23.297,198.838201
1,9,12,-12.041025,-77.043454,3,96.514,257.257,25838.31205,44.308,44.18,0.016384,17.101,23.297,38.390416
2,9,12,-12.041025,-77.043454,4,726.947,257.257,220608.6961,31.565,44.18,159.138225,55.609,23.297,1044.065344
3,9,12,-12.041025,-77.043454,5,328.443,257.257,5067.446596,42.609,44.18,2.468041,26.584,23.297,10.804369
4,9,12,-12.041025,-77.043454,6,328.443,257.257,5067.446596,42.609,44.18,2.468041,26.584,23.297,10.804369
5,9,12,-12.041025,-77.043454,7,328.443,257.257,5067.446596,42.609,44.18,2.468041,26.584,23.297,10.804369
0,10,12,-12.041025,-77.043454,2,490.542,358.579,17414.23337,42.179,44.912,7.469289,36.228,21.324,222.129216
1,10,12,-12.041025,-77.043454,3,559.074,358.579,40198.24503,44.464,44.912,0.200704,16.641,21.324,21.930489
2,10,12,-12.041025,-77.043454,4,749.325,358.579,152682.4365,32.129,44.912,163.405089,132.872,21.324,12442.9563
3,10,12,-12.041025,-77.043454,5,558.813,358.579,40093.65476,42.679,44.912,4.986289,25.723,21.324,19.351201
4,10,12,-12.041025,-77.043454,6,558.813,358.579,40093.65476,42.679,44.912,4.986289,25.723,21.324,19.351201
5,10,12,-12.041025,-77.043454,7,558.813,358.579,40093.65476,42.679,44.912,4.986289,25.723,21.324,19.351201
0,11,12,-12.041025,-77.043454,2,857.218,527.982,108396.3437,42.066,45.1,9.205156,37.153,23.085,197.908624
1,11,12,-12.041025,-77.043454,3,1020.501,527.982,242574.9654,44.477,45.1,0.388129,17.833,23.085,27.583504
2,11,12,-12.041025,-77.043454,4,1303.778,527.982,601859.4336,31.454,45.1,186.213316,93.353,23.085,4937.591824
3,11,12,-12.041025,-77.043454,5,939.516,527.982,169360.2332,42.615,45.1,6.175225,23.753,23.085,0.446224
4,11,12,-12.041025,-77.043454,6,939.516,527.982,169360.2332,42.615,45.1,6.175225,23.753,23.085,0.446224
5,11,12,-12.041025,-77.043454,7,939.516,527.982,169360.2332,42.615,45.1,6.175225,23.753,23.085,0.446224
0,12,12,-12.041025,-77.043454,2,822.4,614.526,43211.59988,43.092,43.519,0.182329,46.307,27.393,357.739396
1,12,12,-12.041025,-77.043454,3,1103.108,614.526,238712.3707,43.923,43.519,0.163216,20.957,27.393,41.422096
2,12,12,-12.041025,-77.043454,4,956.207,614.526,116745.9058,26.608,43.519,285.981921,90.122,27.393,3934.927441
3,12,12,-12.041025,-77.043454,5,1195.585,614.526,337629.5615,42.401,43.519,1.249924,24.701,27.393,7.246864
4,12,12,-12.041025,-77.043454,6,1195.585,614.526,337629.5615,42.401,43.519,1.249924,24.701,27.393,7.246864
5,12,12,-12.041025,-77.043454,7,1195.585,614.526,337629.5615,42.401,43.519,1.249924,24.701,27.393,7.246864
0,13,12,-12.041025,-77.043454,2,761.474,926.747,27315.16453,44.026,39.326,22.09,43.742,29.109,214.124689
1,13,12,-12.041025,-77.043454,3,1061.155,926.747,18065.51046,41.064,39.326,3.020644,20.203,29.109,79.316836
2,13,12,-12.041025,-77.043454,4,833.672,926.747,8662.955625,23.078,39.326,263.997504,80.479,29.109,2638.8769
3,13,12,-12.041025,-77.043454,5,1195.537,926.747,72248.0641,40.772,39.326,2.090916,27.381,29.109,2.985984
4,13,12,-12.041025,-77.043454,6,1195.537,926.747,72248.0641,40.772,39.326,2.090916,27.381,29.109,2.985984
5,13,12,-12.041025,-77.043454,7,1195.537,926.747,72248.0641,40.772,39.326,2.090916,27.381,29.109,2.985984
0,14,12,-12.041025,-77.043454,2,797.596,2399.634,2566525.753,41.255,32.413,78.180964,51.174,31.73,378.069136
1,14,12,-12.041025,-77.043454,3,973.267,2399.634,2034522.819,23.843,32.413,73.4449,20.023,31.73,137.053849
2,14,12,-12.041025,-77.043454,4,935.663,2399.634,2143211.089,17.234,32.413,230.402041,72.401,31.73,1654.130241
3,14,12,-12.041025,-77.043454,5,1555.341,2399.634,712830.6698,30.452,32.413,3.845521,28.776,31.73,8.726116
4,14,12,-12.041025,-77.043454,6,1555.341,2399.634,712830.6698,30.452,32.413,3.845521,28.776,31.73,8.726116
5,14,12,-12.041025,-77.043454,7,1555.341,2399.634,712830.6698,30.452,32.413,3.845521,28.776,31.73,8.726116
0,15,12,-12.041025,-77.043454,2,942.01,1452.293,260388.7401,38.941,26.626,151.659225,50.499,30.512,399.480169
1,15,12,-12.041025,-77.043454,3,1167.449,1452.293,81136.10434,12.586,26.626,197.1216,20.768,30.512,94.945536
2,15,12,-12.041025,-77.043454,4,2611.413,1452.293,1343559.174,14.752,26.626,140.991876,65.971,30.512,1257.340681
3,15,12,-12.041025,-77.043454,5,1834.024,1452.293,145718.5564,25.296,26.626,1.7689,31.786,30.512,1.623076
4,15,12,-12.041025,-77.043454,6,1834.024,1452.293,145718.5564,25.296,26.626,1.7689,31.786,30.512,1.623076
5,15,12,-12.041025,-77.043454,7,1834.024,1452.293,145718.5564,25.296,26.626,1.7689,31.786,30.512,1.623076
0,16,12,-12.041025,-77.043454,2,903.759,1016.796,12777.36337,38.294,26.393,141.633801,42.583,24.482,327.646201
1,16,12,-12.041025,-77.043454,3,892.223,1016.796,15518.43233,17.77,26.393,74.356129,17.243,24.482,52.403121
2,16,12,-12.041025,-77.043454,4,1886.141,1016.796,755760.729,13.509,26.393,165.997456,49.885,24.482,645.312409
3,16,12,-12.041025,-77.043454,5,1637.967,1016.796,385853.4112,24.402,26.393,3.964081,26.562,24.482,4.3264
4,16,12,-12.041025,-77.043454,6,1637.967,1016.796,385853.4112,24.402,26.393,3.964081,26.562,24.482,4.3264
5,16,12,-12.041025,-77.043454,7,1637.967,1016.796,385853.4112,24.402,26.393,3.964081,26.562,24.482,4.3264
0,17,12,-12.041025,-77.043454,2,468.687,947.309,229079.0189,40.437,28.718,137.334961,39.809,22.462,300.918409
1,17,12,-12.041025,-77.043454,3,639.844,947.309,94534.72622,26.347,28.718,5.621641,17.024,22.462,29.571844
2,17,12,-12.041025,-77.043454,4,576.626,947.309,137405.8865,13.385,28.718,235.100889,51.876,22.462,865.183396
3,17,12,-12.041025,-77.043454,5,1151.425,947.309,41663.34146,27.826,28.718,0.795664,25.411,22.462,8.696601
4,17,12,-12.041025,-77.043454,6,1151.425,947.309,41663.34146,27.826,28.718,0.795664,25.411,22.462,8.696601
5,17,12,-12.041025,-77.043454,7,1151.425,947.309,41663.34146,27.826,28.718,0.795664,25.411,22.462,8.696601
0,18,12,-12.041025,-77.043454,2,418.896,1046.88,394363.9043,41.635,31.577,101.163364,47.434,27.213,408.888841
1,18,12,-12.041025,-77.043454,3,736.818,1046.88,96138.44384,28.396,31.577,10.118761,19.317,27.213,62.346816
2,18,12,-12.041025,-77.043454,4,306.545,1046.88,548095.9122,10.02,31.577,464.704249,40.011,27.213,163.788804
3,18,12,-12.041025,-77.043454,5,1193.769,1046.88,21576.37832,24.091,31.577,56.040196,29.684,27.213,6.105841
4,18,12,-12.041025,-77.043454,6,1193.769,1046.88,21576.37832,24.091,31.577,56.040196,29.684,27.213,6.105841
5,18,12,-12.041025,-77.043454,7,1193.769,1046.88,21576.37832,24.091,31.577,56.040196,29.684,27.213,6.105841
0,19,12,-12.041025,-77.043454,2,430.493,1180.27,562165.5497,43.156,34.053,82.864609,65.158,35.58,874.858084
1,19,12,-12.041025,-77.043454,3,704.97,1180.27,225910.09,33.856,34.053,0.038809,24.453,35.58,123.810129
2,19,12,-12.041025,-77.043454,4,240.105,1180.27,883910.2272,10.932,34.053,534.580641,30.254,35.58,28.366276
3,19,12,-12.041025,-77.043454,5,1340.691,1180.27,25734.89724,32.067,34.053,3.944196,38.25,35.58,7.1289
4,19,12,-12.041025,-77.043454,6,1340.691,1180.27,25734.89724,32.067,34.053,3.944196,38.25,35.58,7.1289
5,19,12,-12.041025,-77.043454,7,1340.691,1180.27,25734.89724,32.067,34.053,3.944196,38.25,35.58,7.1289
